urn,school_name,website,scrape_time,status,all_emails,phone_numbers,address,staff_names,governor_names,source,retry_needed,retry_count
105101,Pensby High School,https://www.pensbyhighschool.org,2026-02-14T22:46:00.537463,success,"['news_default@2x.jpg', 'schooloffice@psf.wirral.sch.uk']",,,,,stable,1,0
105103,The Mosslands School,https://www.mosslands.co.uk,2026-02-14T22:46:00.708044,success,['admin@mosslands.wirral.sch.uk'],,,,,stable,1,0
105107,South Wirral High School,http://www.southwirral.wirral.sch.uk,2026-02-14T22:46:00.862929,success,"['6th@SW-Wallpaper.jpg', 'schooloffice@southwirral.wirral.sch.uk']",,,,,stable,1,0
105128,Hayfield School,http://www.hayfield.wirral.sch.uk,2026-02-14T22:46:01.006547,success,['schooloffice@hayfield.wirral.sch.uk'],,,,,stable,1,0
105129,Clare Mount Specialist Sports College,https://www.claremountssc.co.uk,2026-02-14T22:46:01.418113,success,['schooloffice@claremount.wirral.sch.uk'],,,,,stable,1,0
105130,Kilgarth School,http://kilgarthschool.co.uk,2026-02-14T22:46:01.577141,success,"[""schooloffice@kilgarth.wirral.sch.uk""]",,,,,stable,0,0
105131,Foxfield School,https://www.foxfieldschool.co.uk,2026-02-14T22:46:02.618357,no_emails,[],,,,,stable,0,0
105132,Elleray Park School,http://www.elleraypark.com,2026-02-14T22:46:03.906006,no_emails,[],,,,,stable,0,0
105133,Meadowside School,https://www.meadowsideschool.com,2026-02-14T22:46:05.189596,no_emails,[],,,,,stable,0,0
105134,Gilbrook School,https://www.gilbrookschool.co.uk,2026-02-14T22:46:06.229089,no_emails,[],,,,,stable,0,0
105135,St Paul's Academy,http://www.stpaulsacademy.org.uk,2026-02-14T22:46:11.609563,success,"[""office@stpauls.greenwich.sch.uk""]",,,,,stable,0,0
105138,Stanley School,https://www.stanleyschool.co.uk,2026-02-14T22:46:12.706557,success,"[""schooloffice@stanley.wirral.sch.uk""]",,,,,stable,0,0
105139,Wirral Hospitals' School,https://www.wirralhs.co.uk,2026-02-14T22:46:13.710269,success,"[""schooloffice@wirralhs.co.uk""]",,,,,stable,0,0
105140,Orrets Meadow School,http://orrets-meadow.eschools.co.uk,2026-02-14T22:46:14.704981,error,[],,,,,stable,1,0
105144,Grosvenor Nursery School and Day Care Centre,https://www.grosvenor.bolton.sch.uk,2026-02-14T22:46:29.713443,success,"[""337343office@grosvenor.bolton.sch.uk"", ""office@grosvenor.bolton.sch.uk""]",,,,,stable,0,0
105145,The Orchards Nursery School,https://www.theorchardsfederation.org.uk,2026-02-14T22:46:30.644301,error,[],,,,,stable,1,0
105148,Brandwood Primary School,https://www.brandwoodprimaryschool.com,2026-02-14T22:46:30.703324,success,['office@brandwood.bolton.sch.uk'],,,,,stable,1,0
105149,Brownlow Fold Primary School,http://www.brownlow-fold.bolton.sch.uk,2026-02-14T22:46:31.207678,error,[],,,,,stable,1,0
105150,Castle Hill Primary School,https://www.castle-hill.bolton.sch.uk,2026-02-14T22:46:32.570767,success,['office@castle-hill.bolton.sch.uk'],,,,,stable,1,0
105152,Church Road Primary School,https://church-road.bolton.sch.uk,2026-02-14T22:46:32.726802,success,"[""office@church-road.bolton.sch.uk""]",,,,,stable,0,0
105153,Clarendon Primary School,https://www.clarendon.bolton.sch.uk,2026-02-14T22:46:35.798424,success,"[""office@clarendon.bolton.sch.uk""]",,,,,stable,0,0
105154,Devonshire Road Primary School,http://www.devonshire.bolton.sch.uk,2026-02-14T22:46:36.951756,no_emails,[],,,,,stable,0,0
105155,Gaskell Community Primary School,https://www.gaskell.bolton.sch.uk,2026-02-14T22:46:38.333323,error,[],,,,,stable,1,0
105156,High Lawn Primary School,https://www.high-lawn.bolton.sch.uk,2026-02-14T22:46:38.387122,error,[],,,,,stable,1,0
105157,Johnson Fold Community Primary School,http://www.johnsonfold.bolton.sch.uk,2026-02-14T22:46:39.802381,success,['office@johnsonfold.bolton.sch.uk'],,,,,stable,1,0
105159,Markland Hill Primary School,https://www.markland-hill.bolton.sch.uk,2026-02-14T22:46:41.597061,success,"['office@markland-hill.bolton.sch.uk', 'webs@bolton365.net']",,,,,stable,1,0
105160,Oxford Grove Primary School,https://www.oxford-grove.bolton.sch.uk,2026-02-14T22:46:41.761106,success,"['office@oxford-grove.bolton.sch.uk', 'daym@oxford-grove.bolton.sch.uk', 'khalidw@oxford-grove.bolton.sch.uk', 'webs@bolton365.net']",,,,,stable,1,0
105161,Pikes Lane Primary School,https://www.pikeslaneprimaryschool.co.uk,2026-02-14T22:46:41.890505,error,[],,,,,stable,1,0
105162,Sharples Primary School,https://www.sharples-pri.bolton.sch.uk,2026-02-14T22:46:46.220443,success,['office@sharples-pri.bolton.sch.uk'],,,,,stable,1,0
105163,Sunning Hill Primary School,http://sunninghillprimary.net,2026-02-14T22:46:47.758277,success,['office@sunning-hill.bolton.sch.uk'],,,,,stable,1,0
105168,Haslam Park Primary School,https://www.haslam-park.bolton.sch.uk,2026-02-14T22:46:49.796013,success,['office@haslam-park.bolton.sch.uk'],,,,,stable,1,0
105169,Ladybridge Community Primary School,https://www.ladybridgeprimaryschool.co.uk,2026-02-14T22:46:50.032933,success,['office@ladybridge.bolton.sch.uk'],,,,,stable,1,0
105171,Moorgate Primary School,https://www.moorgate.bolton.sch.uk,2026-02-14T22:46:50.268085,error,[],,,,,stable,1,0
105172,Heathfield Primary School,https://heathfield.eschools.co.uk/website,2026-02-14T22:46:54.752499,no_emails,[],,,,,stable,0,0
105173,Beaumont Primary School,https://beaumontprimaryschool.co.uk,2026-02-14T22:46:55.403878,error,[],,,,,stable,1,0
105175,Blackshaw Primary School,https://www.blackshaw.bolton.sch.uk,2026-02-14T22:46:54.106786,error,[],,,,,stable,1,0
105176,The Oaks Primary School,https://www.theoaksbolton.co.uk,2026-02-14T22:46:57.354792,success,['office@the-oaks.bolton.sch.uk'],,,,,stable,1,0
105182,Highfield Primary School,https://www.highfield.bolton.sch.uk,2026-02-14T22:46:57.550611,error,[],,,,,stable,1,0
105186,Kearsley West Primary School,https://www.kearsleywest.bolton.sch.uk,2026-02-14T22:47:01.851161,success,"['office@kearsleywest.bolton.sch.uk', 'webs@bolton365.net']",,,,,stable,1,0
105187,Cherry Tree Primary School,https://www.theorchardsfederation.org.uk,2026-02-14T22:47:02.060597,error,[],,,,,stable,1,0
105189,Hardy Mill Primary School,https://www.hardymill.bolton.sch.uk,2026-02-14T22:47:02.137943,success,['office@hardymill.bolton.sch.uk'],,,,,stable,1,0
105190,Mytham Primary School,http://www.mytham.bolton.sch.uk,2026-02-14T22:47:04.149648,error,[],,,,,stable,1,0
105191,Blackrod Primary School,https://www.blackrodprimary.co.uk,2026-02-14T22:47:11.345084,success,['office@blackrod.bolton.sch.uk'],,,,,stable,1,0
105192,Egerton Primary School,https://www.egerton.bolton.sch.uk,2026-02-14T22:47:11.500439,error,[],,,,,stable,1,0
105195,Claypool Primary School,http://www.claypool.bolton.sch.uk,2026-02-14T22:47:14.847734,error,[],,,,,stable,1,0
105196,Spindle Point Primary School,https://www.spindle-point.bolton.sch.uk,2026-02-14T22:47:15.550571,error,[],,,,,stable,1,0
105198,Gilnow Primary School,https://www.gilnow.bolton.sch.uk,2026-02-14T22:47:20.521011,error,[],,,,,stable,1,0
105202,Eatock Primary School,http://www.eatock.bolton.sch.uk,2026-02-14T22:47:25.582463,error,[],,,,,stable,1,0
105203,"St Mary's CofE Primary School, Deane",https://www.st-marys-deane.bolton.sch.uk,2026-02-14T22:47:30.371177,error,[],,,,,stable,1,0
105205,"St Matthew's CofE Primary School, Bolton",http://www.st-matthews.bolton.sch.uk,2026-02-14T22:47:33.681723,no_emails,[],,,,,stable,0,0
105209,"St James CofE Primary School, Daisy Hill",http://www.st-james-daisy-hill.bolton.sch.uk,2026-02-14T22:47:35.176456,error,[],,,,,stable,1,0
105211,Blackrod Anglican/Methodist Primary School,https://www.blackrodchurchschool.com,2026-02-14T22:47:35.193498,error,[],,,,,stable,1,0
105214,"St Michael's CofE Primary School, Great Lever",http://www.stmichaelscepbolton.co.uk,2026-02-14T22:47:35.322067,error,[],,,,,stable,1,0
105217,"St Stephen and All Martyrs' CofE School, Lever Bridge",http://www.ssam.bolton.sch.uk,2026-02-14T22:47:35.347335,success,['office@ssam.bolton.sch.uk'],,,,,stable,1,0
105218,"St Thomas C of E Primary School, Halliwell",https://www.st-thomas-halliwell.bolton.sch.uk,2026-02-14T22:47:35.499437,success,['office@st-thomas-halliwell.bolton.sch.uk'],,,,,stable,1,0
105219,Holy Infant and St Anthony RC Primary School,https://www.holy-infants.bolton.sch.uk,2026-02-14T22:47:35.730650,error,[],,,,,stable,1,0
105220,St Columba's RC Primary School,https://www.stcolumbasrcprimary.co.uk,2026-02-14T22:47:39.106558,error,[],,,,,stable,1,0
105221,St Thomas of Canterbury RC School,http://www.stoc.bolton.sch.uk,2026-02-14T22:47:39.659141,error,[],,,,,stable,1,0
105223,"St Joseph's RC Primary School, Halliwell, Bolton",https://www.st-josephrcp.bolton.sch.uk,2026-02-14T22:47:45.579305,success,['office@st-josephrcp.bolton.sch.uk'],,,,,stable,1,0
105225,St Peter and St Paul RC Primary School,https://nan,2026-02-14T22:47:45.702186,error,[],,,,,stable,1,0
105226,St William of York Catholic Primary School,https://www.st-williams.bolton.sch.uk,2026-02-14T22:47:45.595974,success,"['office@st-williams.bolton.sch.uk', 'webs@bolton365.net']",,,,,stable,1,0
105230,"St Bernard's RC Primary School, Bolton",https://www.st-bernards.bolton.sch.uk,2026-02-14T22:47:50.654396,error,[],,,,,stable,1,0
105232,Walmsley CofE Primary School,https://www.walmsley.bolton.sch.uk,2026-02-14T22:47:55.483334,error,[],,,,,stable,1,0
105233,Horwich Parish CofE Primary School,http://www.horwichparish.net,2026-02-14T22:47:55.858064,error,[],,,,,stable,1,0
105234,St Thomas CofE Primary School,http://www.st-thomas.bolton.sch.uk,2026-02-14T22:47:56.292429,error,[],,,,,stable,1,0
105236,"St Andrew's CofE Primary School, Over Hulton",https://www.standrewsbolton.co.uk,2026-02-14T22:47:59.798006,error,[],,,,,stable,1,0
105237,St Bartholomew's CofE Primary School,https://www.st-barts.bolton.sch.uk,2026-02-14T22:47:59.967153,success,"['office@st-barts.bolton.sch.uk', 'webs@bolton365.net']",,,,,stable,1,0
105238,All Saints CofE Primary School,https://www.all-saints.bolton.sch.uk,2026-02-14T22:48:00.152459,success,"['office@all-saints.bolton.sch.uk', 'webs@bolton365.net']",,,,,stable,1,0
105239,St Peter's CofE Primary School,http://www.st-peters-farnworth.bolton.sch.uk,2026-02-14T22:48:00.324797,success,['office@st-peters-farnworth.bolton.sch.uk'],,,,,stable,1,0
105240,St Stephen's CofE Primary School,https://www.ststephenskearsley.co.uk,2026-02-14T22:48:00.670527,success,['office@st-stephens-kearsley-moor.bolton.sch.uk'],,,,,stable,1,0
105242,"St Matthew's CofE Primary School, Little Lever",https://www.stmll.bolton.sch.uk,2026-02-14T22:48:00.903929,error,[],,,,,stable,1,0
105243,Sacred Heart R.C. Primary School,https://www.sacred-heart.bolton.sch.uk,2026-02-14T22:48:04.598062,error,[],,,,,stable,1,0
105245,Our Lady of Lourdes RC Primary School,https://www.ourlady.bolton.sch.uk,2026-02-14T22:48:08.115720,success,"[""333181office@ourlady.bolton.sch.uk"", ""office@ourlady.bolton.sch.uk""]",,,,,stable,0,0
105246,"St Brendan's RC Primary School, Harwood, Bolton",https://www.st-brendan.bolton.sch.uk,2026-02-14T22:48:09.382221,success,"[""office@st-brendan.bolton.sch.uk""]",,,,,stable,0,0
105248,"St Saviour CofE Primary School, Ringley",https://www.stsaviourschool.com,2026-02-14T22:48:12.934081,success,"[""office@st-saviourringley.bolton.sch.uk""]",,,,,stable,0,0
105249,"St John the Evangelist RC Primary School, Bromley Cross, Bolton",https://www.st-johns-bromley-cross.bolton.sch.uk,2026-02-14T22:48:16.124120,success,"[""office@st-johns-bromley-cross.bolton.sch.uk""]",,,,,stable,0,0
105250,St Mary's RC Primary School,https://www.st-marys-horwich.bolton.sch.uk,2026-02-14T22:48:17.447025,success,"[""office@st-marys-horwich.bolton.sch.uk""]",,,,,stable,0,0
105252,Westhoughton High School,http://www.westhoughton-high.org,2026-02-14T22:48:18.571588,success,"[""info@westhoughton-high.org""]",,,,,stable,0,0
105253,Turton School,http://www.turton.uk.com,2026-02-14T22:48:21.134324,success,"[""info@turton.uk.com""]",,,,,stable,0,0
105262,St Joseph's RC High School,https://www.stjosephsbolton.org.uk,2026-02-14T22:48:22.776654,success,"[""office@st-josephs.bolton.sch.uk""]",,,,,stable,0,0
105264,Thornleigh Salesian College,http://www.thornleigh.bolton.sch.uk,2026-02-14T22:48:23.733655,success,"[""contact@thornleigh.bolton.sch.uk""]",,,,,stable,0,0
105276,Thomasson Memorial School,https://www.thomasson.bolton.sch.uk,2026-02-14T22:48:25.030715,success,"[""office@thomasson.bolton.sch.uk"", ""sss@thomasson.bolton.sch.uk""]",,,,,stable,0,0
105277,Rumworth School,https://nan,2026-02-14T22:48:28.459831,error,[],,,,,stable,1,0
105281,Green Fold School,http://theorchardsfederation.org.uk,2026-02-14T22:48:28.479752,success,['office@theorchards.bolton.sch.uk'],,,,,stable,1,0
105283,Hoyle Nursery School,https://www.hoylenurseryschool.co.uk,2026-02-14T22:48:28.805565,error,[],,,,,stable,1,0
105287,Fairfield Community Primary School,https://www.fairfieldprimarybury.org.uk,2026-02-14T22:48:28.979264,error,[],,,,,stable,1,0
105291,Chantlers Primary School,https://www.chantlersprimary.co.uk,2026-02-14T22:48:29.156997,error,[],,,,,stable,1,0
105295,Lowercroft Primary School,https://www.lowercroft.co.uk,2026-02-14T22:48:29.467363,no_emails,[],,,,,stable,0,0
105299,Mersey Drive Community Primary School,https://www.merseydriveprimary.org.uk,2026-02-14T22:48:30.700116,no_emails,[],,,,,stable,0,0
105311,Holcombe Brook Primary School,https://www.holcombebrookprimary.org.uk,2026-02-14T22:48:32.659381,no_emails,[],,,,,stable,0,0
105313,Chapelfield Primary School,https://www.chapelfield.bury.sch.uk,2026-02-14T22:48:35.921882,no_emails,[],,,,,stable,0,0
105314,Hollins Grundy Primary School,https://www.hollinsgrundy.com,2026-02-14T22:48:37.242043,no_emails,[],,,,,stable,0,0
105321,St Peter's Church of England Primary School,http://www.stpetersprimarybury.co.uk,2026-02-14T22:48:39.120357,no_emails,[],,,,,stable,0,0
105323,St Margaret's Church of England Primary School,https://www.st-margarets.bury.sch.uk,2026-02-14T22:48:41.408276,no_emails,[],,,,,stable,0,0
105324,Christ Church Ainsworth Church of England Primary School,https://www.christchurchainsworthcofe.co.uk,2026-02-14T22:48:42.823612,no_emails,[],,,,,stable,0,0
105325,"All Saints Church of England Primary School, Stand",https://www.allsaintscoepswhitefield.co.uk,2026-02-14T22:48:43.796091,no_emails,[],,,,,stable,0,0
105326,"St Andrew's Church of England Primary School, Ramsbottom",https://www.standrewsramsbottom.co.uk,2026-02-14T22:48:44.649035,success,"[""anne.washington@standrewsramsbottom.co.uk"", ""senco@standrewsramsbottom.co.uk""]",,,,,stable,0,0
105334,"Guardian Angels Roman Catholic Primary School, Bury",https://www.guardianangelsbury.co.uk,2026-02-14T22:48:46.147614,no_emails,[],,,,,stable,0,0
105335,"St Marie's Roman Catholic Primary School, Bury",https://www.stmariesrcp.co.uk,2026-02-14T22:48:47.208660,no_emails,[],,,,,stable,0,0
105337,"Our Lady of Lourdes Roman Catholic Primary School, Bury",https://www.ololbury.com,2026-02-14T22:48:48.066520,no_emails,[],,,,,stable,0,0
105338,Emmanuel Holcombe Church of England Primary School,http://www.emmanuelholcombeprimaryschool.com,2026-02-14T22:48:49.190799,success,"[""j.thomond@emmanuelholcombeprimaryschool.com"", ""j.venn@emmanuelholcombeprimaryschool.com""]",,,,,stable,0,0
105340,"St Mary's Church of England Primary School, Hawkshaw",https://www.stmaryshawkshaw.com,2026-02-14T22:48:50.278052,no_emails,[],,,,,stable,0,0
105342,"St Mary's Church of England Aided Primary School, Prestwich",https://www.stmarysprestwich.bury.sch.uk,2026-02-14T22:48:51.668499,no_emails,[],,,,,stable,0,0
105344,"Holly Mount Roman Catholic Primary School, Bury",https://www.hollymount.org.uk,2026-02-14T22:48:53.378437,no_emails,[],,,,,stable,0,0
105345,Our Lady of Grace RC Primary School,http://www.ourladyofgracercprimaryschool.co.uk,2026-02-14T22:48:54.160421,no_emails,[],,,,,stable,0,0
105350,"St Andrew's Church of England Primary School, Radcliffe",https://www.standrewsradcliffe.co.uk,2026-02-14T22:48:55.300474,no_emails,[],,,,,stable,0,0
105351,St Hilda's Church of England Primary School,https://www.hildas-ce.co.uk,2026-02-14T22:48:56.178956,no_emails,[],,,,,stable,0,0
105352,Bury and Whitefield Jewish Primary School,https://www.bwjps.org.uk,2026-02-14T22:48:56.974438,no_emails,[],,,,,stable,0,0
105354,The Elton High School,http://www.eltonhigh.bury.sch.uk,2026-02-14T22:48:58.239012,success,"[""wardens@eltonhigh.bury.sch.uk"", ""wiltonj@eltonhigh.bury.sch.uk"", ""SENCO@eltonhigh.bury.sch.uk""]",,,,,stable,0,0
105355,The Derby High School,https://thederbyhighschool.co.uk,2026-02-14T22:48:59.869024,success,"[""info@thederbyhighschool.co.uk""]",,,,,stable,0,0
105358,Parrenthorn High School,https://www.parrenthorn.co.uk,2026-02-14T22:49:00.888831,no_emails,[],,,,,stable,0,0
105376,Cloughside College,http://www.cloughside.co.uk,2026-02-14T22:49:02.971506,no_emails,[],,,,,stable,0,0
105377,Millwood Primary Special School,http://www.millwoodprimaryschool.co.uk,2026-02-14T22:49:04.897418,no_emails,[],,,,,stable,0,0
105384,Martenscroft Nursery School & Children's Centre,https://www.martenscroftnurseryschool.co.uk,2026-02-14T22:49:06.535833,success,"[""admin@martenscroft.manchester.sch.uk"", ""sendco@martenscroft.manchester.sch.uk""]",,,,,stable,0,0
105385,Collyhurst Nursery School,https://www.collyhurst.manchester.sch.uk,2026-02-14T22:49:08.041310,success,"[""admin@collyhurst.manchester.sch.uk"", ""sendco@collyhurst.manchester.sch.uk""]",,,,,stable,0,0
105387,Abbott Community Primary School,https://www.abbott.manchester.sch.uk,2026-02-14T22:49:09.227766,success,"[""admin@abbott.manchester.sch.uk"", ""a.pugh@abbott.manchester.sch.uk"", ""9529admin@abbott.manchester.sch.ukFacebook""]",,,,,stable,0,0
105389,Alma Park Primary School,https://www.almapark.manchester.sch.uk,2026-02-14T22:49:10.466748,success,"[""admin@almapark.manchester.sch.uk"", ""sendco@almapark.manchester.sch.uk""]",,,,,stable,0,0
105397,Bowker Vale Primary School,https://www.bowkervale.manchester.sch.uk,2026-02-14T22:49:11.793113,success,"[""admin@bowkervale.manchester.sch.uk""]",,,,,stable,0,0
105401,Acacias Community Primary School,https://www.acacias.manchester.sch.uk,2026-02-14T22:49:12.769554,success,"[""admin@acacias.manchester.sch.uk""]",,,,,stable,0,0
105403,Cavendish Primary School,https://www.cavendish.manchester.sch.uk,2026-02-14T22:49:14.535645,success,"[""office@cavendish.manchester.sch.uk""]",,,,,stable,0,0
105404,Chapel Street Community Primary School,https://www.chapelstreetprimary.co.uk,2026-02-14T22:49:15.888498,success,"[""admin@chapelstreet.manchester.sch.uk""]",,,,,stable,0,0
105405,Charlestown Community Primary School,https://www.charlestown.manchester.sch.uk,2026-02-14T22:49:17.303635,success,"[""office@charlestown.manchester.sch.uk""]",,,,,stable,0,0
105408,Claremont Primary School,https://www.claremontprimary.com,2026-02-14T22:49:18.431809,success,"[""admin@claremont.manchester.sch.uk""]",,,,,stable,0,0
105413,Crowcroft Park Primary School,https://www.crowcroftpark.net,2026-02-14T22:49:19.437792,no_emails,[],,,,,stable,0,0
105422,Heald Place Primary School,https://www.healdplace.co.uk,2026-02-14T22:49:20.605704,success,"[""admin@healdplace.manchester.sch.uk""]",,,,,stable,0,0
105426,Mauldeth Road Primary School,https://mauldethprimary.co.uk,2026-02-14T22:49:21.841307,success,"[""admin@mauldethroad.manchester.sch.uk""]",,,,,stable,0,0
105427,Moston Fields Primary School,https://www.mostonfieldsprimaryschool.co.uk,2026-02-14T22:49:22.834285,success,"[""admin@mostonfields.manchester.sch.uk""]",,,,,stable,0,0
105428,Moston Lane Community Primary School,https://www.mostonlane.manchester.sch.uk,2026-02-14T22:49:24.059759,success,"[""admin@mostonlane.manchester.sch.uk""]",,,,,stable,0,0
105432,New Moston Primary School,https://www.newmoston.manchester.sch.uk,2026-02-14T22:49:26.096119,success,"[""admin@newmoston.manchester.sch.uk""]",,,,,stable,0,0
105434,Northenden Community School,https://www.northendenprimary.co.uk,2026-02-14T22:49:27.667007,no_emails,[],,,,,stable,0,0
105443,Plymouth Grove Primary School,https://www.plymouthgrove.net,2026-02-14T22:49:28.916250,success,"[""admin@plymouthgrove.manchester.sch.uk""]",,,,,stable,0,0
105448,Rack House Primary School,https://www.rackhouseschool.org.uk,2026-02-14T22:49:30.158350,error,[],,,,,stable,1,0
105449,Ravensbury Community School,https://www.ravensbury.manchester.sch.uk,2026-02-14T22:49:45.170060,success,"[""admin@ravensbury.manchester.sch.uk""]",,,,,stable,0,0
105452,Irk Valley Community School,https://www.irkvalley.manchester.sch.uk,2026-02-14T22:49:46.447525,no_emails,[],,,,,stable,0,0
105459,Varna Community Primary School,https://www.varna.manchester.sch.uk,2026-02-14T22:49:47.507569,success,"[""admin@varna.manchester.sch.uk""]",,,,,stable,0,0
105461,Cheetwood Primary School,https://www.cheetwood.manchester.sch.uk,2026-02-14T22:49:48.788706,success,"[""admin@cheetwood.manchester.sch.uk""]",,,,,stable,0,0
105465,Crab Lane Primary School,https://www.crablane.manchester.sch.uk,2026-02-14T22:49:49.900949,success,"[""admin@crablane.manchester.sch.uk""]",,,,,stable,0,0
105467,Broad Oak Primary School,https://www.broadoak.manchester.sch.uk,2026-02-14T22:49:51.206905,no_emails,[],,,,,stable,0,0
105469,Sandilands Primary School,https://www.sandilands.manchester.sch.uk,2026-02-14T22:49:52.426129,success,"[""admin@sandilands.manchester.sch.uk""]",,,,,stable,0,0
105470,Pike Fold Primary School,https://www.pikefold.manchester.sch.uk,2026-02-14T22:49:53.378200,no_emails,[],,,,,stable,0,0
105471,Higher Openshaw Community School,https://www.higher-openshaw.manchester.sch.uk,2026-02-14T22:49:54.302693,success,"[""admin@higher-openshaw.manchester.sch.uk""]",,,,,stable,0,0
105472,Manley Park Primary School,https://www.manleypark.com,2026-02-14T22:49:55.700804,success,"[""communication@manleypark.com""]",,,,,stable,0,0
105480,All Saints Primary School,https://www.allsaints-pri.manchester.sch.uk,2026-02-14T22:49:57.017977,no_emails,[],,,,,stable,0,0
105485,Baguley Hall Primary School,https://www.baguleyhall.manchester.sch.uk,2026-02-14T22:49:58.242544,success,"[""admin@baguleyhall.manchester.sch.uk""]",,,,,stable,0,0
105486,Crumpsall Lane Primary School,https://www.crumpsalllaneprimary.org,2026-02-14T22:49:59.591466,success,"[""admin@crumpsall.manchester.sch.uk""]",,,,,stable,0,0
105487,Chorlton CofE Primary School,http://www.chorltonce.co.uk,2026-02-14T22:50:01.018105,no_emails,[],,,,,stable,0,0
105488,Holy Trinity CofE Primary School,https://www.holytrinity.manchester.sch.uk,2026-02-14T22:50:02.373537,no_emails,[],,,,,stable,0,0
105490,St Augustine's CofE Primary School,https://www.st-augustines.manchester.sch.uk,2026-02-14T22:50:03.542676,success,"[""admin@st-augustines.manchester.sch.uk""]",,,,,stable,0,0
105491,St Chrysostom's CofE Primary School,https://www.sjcfederation.co.uk,2026-02-14T22:50:04.685029,success,"[""office@sjcfederation.co.uk"", ""admin@sjcfederation.co.uk""]",,,,,stable,0,0
105493,St Margaret's CofE Primary School,http://www.stmargaretsmanchester.co.uk,2026-02-14T22:50:05.891441,no_emails,[],,,,,stable,0,0
105495,St Mary's CofE Junior and Infant School,https://www.st-marys-mossside.manchester.sch.uk,2026-02-14T22:50:07.142532,success,"[""admin@st-marys-mossside.manchester.sch.uk""]",,,,,stable,0,0
105496,St Wilfrid's CofE Junior and Infant School,https://www.stwilfridsceprimary.co.uk,2026-02-14T22:50:08.194885,success,"[""admin@st-wilfrids.manchester.sch.uk"", ""k.newton@st-wilfrids.manchester.sch.uk""]",,,,,stable,0,0
105498,St Paul's CofE Primary School,https://www.stpaulswithington.co.uk,2026-02-14T22:50:09.171250,success,"[""admin@st-pauls-pri.manchester.sch.uk""]",,,,,stable,0,0
105500,St Agnes C of E Primary School,https://www.st-agnes.manchester.sch.uk,2026-02-14T22:50:10.371154,success,"[""admin@st-agnes.manchester.sch.uk""]",,,,,stable,0,0
105501,St Clement's CofE Primary School,https://www.stclementsprimary.co.uk,2026-02-14T22:50:11.823843,success,"[""admin@st-clements.manchester.sch.uk"", ""head@st-clements.manchester.sch.uk""]",,,,,stable,0,0
105502,Armitage CofE Primary School,https://www.armitage.manchester.sch.uk,2026-02-14T22:50:13.517000,no_emails,[],,,,,stable,0,0
105503,St Luke's CofE Primary School,https://www.st-lukes.manchester.sch.uk,2026-02-14T22:50:14.668948,success,"[""admin@st-lukes.manchester.sch.uk""]",,,,,stable,0,0
105504,St John's CofE Primary School,https://www.sjcfederation.co.uk,2026-02-14T22:50:16.070815,success,"[""office@sjcfederation.co.uk"", ""admin@sjcfederation.co.uk""]",,,,,stable,0,0
105505,All Saints C of E Primary School,https://www.allsaintsnh-pri.manchester.sch.uk,2026-02-14T22:50:17.209686,no_emails,[],,,,,stable,0,0
105507,St Andrew's CofE Primary School,https://www.standrewsmanchester.org.uk,2026-02-14T22:50:18.730358,success,"[""ADMIN@ST-ANDREWS.MANCHESTER.SCH.UK""]",,,,,stable,0,0
105508,"St James' CofE Primary School, Birch-in-Rusholme",https://www.stjamesmanchester.co.uk,2026-02-14T22:50:20.072737,success,"[""admin@st-james-rusholme.manchester.sch.uk""]",,,,,stable,0,0
105509,St Philip's Church of England Primary School,https://www.st-philips.manchester.sch.uk,2026-02-14T22:50:21.784338,success,"[""admin@st-philips.manchester.sch.uk""]",,,,,stable,0,0
105514,Christ The King RC Primary School Manchester,https://www.christtheking.manchester.sch.uk,2026-02-14T22:50:22.807244,success,"[""contact@christtheking.manchester.sch.uk""]",,,,,stable,0,0
105516,Holy Name Roman Catholic Primary School Manchester,https://www.holyname.manchester.sch.uk,2026-02-14T22:50:24.050838,error,[],,,,,stable,1,0
105520,St Ambrose RC Primary School,https://www.st-ambrose.manchester.sch.uk,2026-02-14T22:50:39.059163,success,"[""admin@st-ambrose.manchester.sch.uk""]",,,,,stable,0,0
105521,St Anne's RC Primary School Crumpsall Manchester,https://www.stannescrumpsall.co.uk,2026-02-14T22:50:40.218206,no_emails,[],,,,,stable,0,0
105523,St Brigid's RC Primary School,https://www.st-brigids.manchester.sch.uk,2026-02-14T22:50:41.213145,success,"[""admin@st-brigids.manchester.sch.uk""]",,,,,stable,0,0
105524,St Catherine's RC Primary School,https://www.st-catherines.manchester.sch.uk,2026-02-14T22:50:42.297645,success,"[""admin@st-catherines.manchester.sch.uk""]",,,,,stable,0,0
105526,St Dunstan's RC Primary School,https://www.stdunstansmoston.com,2026-02-14T22:50:43.193201,success,"[""admin@st-dunstans.manchester.sch.uk""]",,,,,stable,0,0
105527,St Edmund's RC Primary School,http://www.stedmundsrcprimaryschool.co.uk,2026-02-14T22:50:44.401121,no_emails,[],,,,,stable,0,0
105530,St John Bosco RC Primary School,http://www.st-johnbosco.manchester.sch.uk,2026-02-14T22:50:45.604862,success,"[""contact@st-johnbosco.manchester.sch.uk""]",,,,,stable,0,0
105532,St Malachy's RC Primary School,https://www.st-malachys.manchester.sch.uk,2026-02-14T22:50:46.726900,success,"[""admin@st-malachys.manchester.sch.uk"", ""m.shaw@st-malachys.manchetser.sch.uk"", ""c.robinson@st-malachys.manchester.sch.uk""]",,,,,stable,0,0
