URN,School_Name,Website,All_Emails,Has_Pupil_Premium,Has_Governors,Has_SEND,Ofsted_Mention,Postcode,Town,Region,Scrape_Date
101783,Rockmount Primary School,https://www.rockmountprimaryschool.co.uk,,0,0,0,,SE19 3ST,London,London,2026-02-14T07:54:48.163354
101785,Norbury Manor Primary School,https://www.nmp.croydon.sch.uk/,enquiries@nmp.croydon.sch.uk,0,0,1,,SW16 5QR,London,London,2026-02-14T07:54:55.189939
101788,St John's CofE Primary School,https://www.st-johns.croydon.sch.uk/,office@st-johns.croydon.sch.uk,0,1,0,outstanding,CR0 5EL,Croydon,London,2026-02-14T07:55:36.110337
101792,Coulsdon CofE Primary School,http://www.coulsdoncofe.co.uk/,office@ccofe.uk,0,1,1,,CR5 1ED,Old Coulsdon,London,2026-02-14T07:55:42.880623
101793,Christ Church CofE Primary School (Purley),https://www.christchurch.croydon.sch.uk,"office1@christchurch.croydon.sch.uk, office1@christchurch.croydon.sch.uk, head@christchurch.croydon.sch.uk, office1@christchurch.croydon.sch.uk",0,0,0,,CR8 2QE,Purley,London,2026-02-14T07:55:48.910529
101795,St Joseph's RC Junior School,https://www.stjosephsfederation.co.uk,"office@st-josephs-inf.croydon.sch.uk, office@st-josephs-jun.croydon.sch.uk",0,0,0,outstanding,SE19 3NU,Select,London,2026-02-14T07:55:53.732547
101797,Margaret Roper Catholic Primary School,https://www.margaretroper.croydon.sch.uk/,,1,1,1,outstanding,CR8 2XP,Purley,London,2026-02-14T07:55:58.603257
101803,St Joseph's RC Infant School,https://www.stjosephsfederation.co.uk,"office@st-josephs-inf.croydon.sch.uk, office@st-josephs-jun.croydon.sch.uk",0,0,0,outstanding,SE19 3NX,London,London,2026-02-14T07:56:04.978451
101811,Archbishop Tenison's CofE High School,http://www.archten.croydon.sch.uk/,reception@archten.croydon.sch.uk,0,1,0,,CR0 5JQ,Croydon,London,2026-02-14T07:56:10.126685
101814,St Mary's Catholic High School,https://www.stmaryscroydon.co.uk,office@stmaryscroydon.co.uk,0,0,0,,CR9 2EE,Croydon,London,2026-02-14T07:56:17.509290
101815,Selsdon Primary and Nursery School,https://www.selsdonprimary.com/,,1,1,1,,CR2 8LQ,South Croydon,London,2026-02-14T07:56:22.322889
101821,Thomas More Catholic School,http://www.tmore.org.uk/,,0,0,0,,CR8 2XP,Purley,London,2026-02-14T07:56:28.254231
101851,Bensham Manor School,https://www.benshammanor.co.uk,office@benshammanor.com,0,0,0,,CR7 7BN,Thornton Heath,London,2026-02-14T07:56:35.193054
101852,St Giles School,http://www.st-gilesschool.co.uk,"office@st-giles.croydon.sch.uk, office@st-giles.croydon.sch.uk",0,1,0,,CR2 6DF,South Croydon,London,2026-02-14T07:56:40.758778
101854,St Nicholas School,https://st-nicholas.croydon.sch.uk,office@st-nicholas.school,0,0,0,,CR8 4DS,Purley,London,2026-02-14T07:56:46.108987
101855,Red Gates School,https://redgates.croydon.sch.uk/,admin@redgates.croydon.sch.uk,0,1,1,good,CR2 8HD,South Croydon,London,2026-02-14T07:56:52.048503
101856,Priory School,https://www.priorycroydon.org.uk,"admissions@priorycroydon.org.uk, admin@priorycroydon.org.uk",0,0,0,,SE19 3QN,London,London,2026-02-14T07:56:57.902349
101858,Maples Nursery School and Children's Centre,https://mapleschildrenscentre.com,enquiries@maplesnursery.com,0,0,0,,W3 7LL,London,London,2026-02-14T07:57:04.320344
101860,Grove House Nursery School & Children's Centre,https://www.grovehousecc.com,,0,1,0,outstanding,UB1 2JG,Southall,London,2026-02-14T07:57:09.311987
101861,South Acton Childrens Centre,https://www.southactoncc.com,admin@southactoncc.com,0,1,1,,W3 8RX,London,London,2026-02-14T07:57:15.497259
101862,Greenfields Nursery School and Children's Centre,https://www.greenfieldschildren.com,,0,0,0,outstanding,UB2 5PF,Southall,London,2026-02-14T07:57:21.939068
101867,Acton Gardens Primary School,https://www.agprimary.org.uk,"admin@agprimary.org.uk, admin@agprimary.org.uk, admin@agprimary.org.uk",0,0,0,good,W3 8SJ,London,London,2026-02-14T07:57:28.453367
101868,East Acton Primary School,https://www.eastactonprimary.org.uk/,,0,0,0,good,W3 7HA,London,London,2026-02-14T07:57:34.803890
101869,Oldfield Primary School,https://www.oldfield.ealing.sch.uk,,0,0,0,,UB6 8PR,Greenford,London,2026-02-14T07:57:41.582790
101870,North Ealing Primary School,https://www.northealingprimary.org,admin@northealing.ealing.sch.uk,1,0,1,,W5 1RP,London,London,2026-02-14T07:57:47.908776
101873,St John's Primary School,https://www.st-johns.ealing.sch.uk,,0,0,0,,W13 0SE,London,London,2026-02-14T07:57:55.625735
101874,St Mark's Primary School,https://www.st-marks.ealing.sch.uk,admin@st-marks.ealing.sch.uk,0,0,0,,W7 2NR,London,London,2026-02-14T07:58:01.377094
101875,West Twyford Primary School,https://www.west-twyford.ealing.sch.uk,,1,1,1,,NW10 7DN,London,London,2026-02-14T07:58:08.333255
101876,West Acton Primary School,http://www.westactonprimaryschool.org/,"admin@west-acton.ealing.sch.uk, admin@west-acton.ealing.sch.uk",0,1,1,good,W3 0JL,London,London,2026-02-14T07:58:16.060906
101877,Mayfield Primary School,http://www.mayfield.ealing.sch.uk/,admin@mayfield.ealing.sch.uk,0,1,0,good,W7 3RT,London,London,2026-02-14T07:58:23.917257
101878,Beaconsfield Primary and Nursery School,https://www.beaconsfieldprimary.org.uk/,E-mailadmin@beaconsfield.ealing.sch.uk,0,0,0,,UB1 1DR,Southall,London,2026-02-14T07:58:31.362179
101879,Coston Primary School,https://www.coston.ealing.sch.uk/,admin@coston.ealing.sch.uk,0,0,0,,UB6 9JU,Greenford,London,2026-02-14T07:58:38.042772
101880,Downe Manor Primary School,https://www.downemanor.ealing.sch.uk,general@downemanor.org.uk,0,0,0,,UB5 6NW,Northolt,London,2026-02-14T07:58:43.128620
101881,Drayton Green Primary School,https://www.draytongreen.ealing.sch.uk/,admin@draytongreen.ealing.sch.uk,0,0,0,,W13 0LA,London,London,2026-02-14T07:58:49.634492
101884,North Primary School,https://www.northprimary.co.uk/,admin@northprimary.co.uk,0,0,0,,UB1 2JE,Southall,London,2026-02-14T07:58:55.280649
101885,Ravenor Primary School,https://www.ravenor.ealing.sch.uk/,,0,0,0,,UB6 9TT,Greenford,London,2026-02-14T07:59:00.920846
101886,Selborne Primary School,https://www.selborne.ealing.sch.uk,admin@selborne.ealing.sch.uk,0,1,0,outstanding,UB6 8JD,Greenford,London,2026-02-14T07:59:07.637377
101888,Hobbayne Primary School,https://www.hobbayneprimary.co.uk,,0,0,0,,W7 1HA,London,London,2026-02-14T07:59:18.088724
101889,John Perryn Primary School,https://www.johnperryn.ealing.sch.uk/,,0,0,0,,W3 7PD,London,London,2026-02-14T07:59:23.674287
101890,Southfield Primary School,https://www.southfieldschool.org.uk,,0,0,0,,W4 1BD,London,London,2026-02-14T07:59:28.899760
101891,Allenby Primary School,https://www.allenbyprimaryschool.com/,,0,0,1,good,UB1 2HX,Southall,London,2026-02-14T07:59:34.177386
101892,Blair Peach Primary School,https://www.blair-peach.ealing.sch.uk/,"admin@blairpeach.org, emergency@blairpeach.org",0,0,0,,UB1 1DD,Southall,London,2026-02-14T07:59:40.195547
101893,Clifton Primary School,http://www.cliftonprimaryschool.com,"admin@cliftonprimary.ealing.sch.uk, admin@cliftonprimary.ealing.sch.uk",1,1,1,,UB2 5QP,Southall,London,2026-02-14T07:59:46.033677
101894,Dairy Meadow Primary School,https://www.dairymeadowprimary.co.uk/,office@dairy-meadow.ealing.sch.uk,0,0,0,,UB2 4RP,Southall,London,2026-02-14T07:59:53.632042
101895,Derwentwater Primary School,https://www.derwentwaterschool.com,"admin@derwentwater.ealing.sch.uk, parentcomms@derwentwater.ealing.sch.uk",0,1,0,,W3 6SA,London,London,2026-02-14T08:00:00.161599
101896,Durdans Park Primary School,https://www.durdans-park.co.uk,admin@durdans-park.ealing.sch.uk,0,1,0,good,UB1 2PQ,Southall,London,2026-02-14T08:00:07.216094
101897,Fielding Primary School,https://www.fieldingprimary.com/,,0,0,0,,W13 9TE,London,London,2026-02-14T08:00:12.710057
101898,Gifford Primary School,https://www.giffordprimaryschool.co.uk/,admin@gifford.ealing.sch.uk,0,0,0,good,UB5 6BU,Northolt,London,2026-02-14T08:00:18.801263
101899,Greenwood Primary School,https://www.greenwoodprimaryschool.co.uk,,0,0,0,,UB5 4QG,Northolt,London,2026-02-14T08:00:25.788526
101900,"Havelock Primary School, Nursery & Arp",https://www.havelock.ealing.sch.uk/,,0,0,0,,UB2 4PA,Southall,London,2026-02-14T08:00:33.616396
101901,Horsenden Primary School,https://www.horsenden.ealing.sch.uk,admin@horsenden.ealing.sch.uk,0,0,1,,UB6 0PB,Greenford,London,2026-02-14T08:00:40.496256
101902,Willow Tree Primary School,https://www.willow-treeprimary.co.uk,,0,0,0,,UB5 5FE,Northolt,London,2026-02-14T08:00:46.132514
101903,Lady Margaret Primary School,https://www.ladymargaret.ealing.sch.uk,admin@ladymargaret.ealing.sch.uk,0,1,0,good,UB1 2NH,Southall,London,2026-02-14T08:00:52.482343
101904,Little Ealing Primary School,http://www.littleealing.com/,,0,0,0,,W5 4EA,London,London,2026-02-14T08:00:59.174567
101905,Oaklands Primary School,https://www.oaklands-primary.co.uk,"admin@oaklands.ealing.sch.uk, admin@oaklands.ealing.sch.uk",0,0,0,,W7 2DP,London,London,2026-02-14T08:01:07.196605
101906,Perivale Primary School,https://www.perivale.ealing.sch.uk,admin@perivale.ealing.sch.uk,0,0,0,,UB6 7AP,Greenford,London,2026-02-14T08:01:13.842189
101907,Stanhope Primary School,https://www.stanhopeprimaryschool.co.uk/,admin@stanhope.ealing.sch.uk,0,0,0,,UB6 9EG,Greenford,London,2026-02-14T08:01:20.551063
101908,Viking Primary School,https://www.vikingprimary.net/,office@viking.ealing.sch.uk,0,0,0,,UB5 6HW,Northolt,London,2026-02-14T08:01:27.829286
101909,Wolf Fields Primary School,https://www.wolffieldsprimary.co.uk/,admin@wolffields.ealing.sch.uk,0,0,0,,UB2 4JS,Southall,London,2026-02-14T08:01:34.245439
101910,Featherstone Primary and Nursery School,https://www.featherstoneprimary.co.uk/,,0,0,0,outstanding,UB2 5JT,Southall,London,2026-02-14T08:01:40.415936
101911,Three Bridges Primary School,https://www.threebridgesprimary.co.uk,office@threebridgesprimary.co.uk,0,0,0,,UB2 4HT,Southall,London,2026-02-14T08:01:47.129955
101912,Montpelier Primary School,http://www.montpelierschool.net/,admin@montpelier.ealing.sch.uk,0,0,0,,W5 2QT,London,London,2026-02-14T08:01:53.381597
101913,Tudor Primary School,http://www.tudorprimary.co.uk/,"admin@tudor.ealing.sch.uk, tps-noreply@tudor.ealing.sch.uk",0,0,0,,UB1 1NX,Southall,London,2026-02-14T08:01:58.660338
101916,Vicar's Green Primary School,https://www.vicarsgreenprimaryschool.co.uk,admin@vicars-green.ealing.sch.uk,0,0,0,,HA0 1DP,Wembley,London,2026-02-14T08:02:05.991335
101919,Mount Carmel Catholic Primary School,https://www.mountcarmel.ealing.sch.uk,info@mountcarmel.ealing.sch.uk,0,0,0,good,W5 4EA,London,London,2026-02-14T08:02:12.932001
101920,Our Lady of the Visitation Catholic Primary School,https://www.visitation.ealing.sch.uk,,0,0,0,,UB6 9AN,Greenford,London,2026-02-14T08:02:18.203842
101921,St John Fisher Catholic Primary School,https://www.st-johnfisher.ealing.sch.uk,,0,0,0,,UB6 7AF,Greenford,London,2026-02-14T08:02:24.141370
101922,St Anselm's Catholic Primary School,http://www.stanselmscatholicprimaryschool.co.uk,,0,1,0,,UB2 4DH,Southall,London,2026-02-14T08:02:30.111311
101923,St Gregory's Catholic Primary School,https://www.st-gregorys.ealing.sch.uk/,,0,0,0,,W5 1SL,London,London,2026-02-14T08:02:35.765649
101924,St Joseph's Catholic Primary School,https://www.stjosephshanwell.org.uk,,0,0,0,,W7 3HU,London,London,2026-02-14T08:02:42.764360
101925,St Raphael's Catholic Primary School,https://www.st-raphaels.org/,,0,0,0,,UB5 6NL,Northolt,London,2026-02-14T08:02:49.377276
101926,St Vincent's Catholic Primary School,https://www.st-vincents.ealing.sch.uk,,0,0,0,outstanding,W3 9JR,London,London,2026-02-14T08:02:54.758556
101927,The Edward Betham Church of England Primary School,https://www.edwardbetham.ealing.sch.uk/,,0,0,0,,UB6 9JU,Greenford,London,2026-02-14T08:03:02.215555
101928,Villiers High School,http://www.villiers.ealing.sch.uk/,info@villiers.ealing.sch.uk,0,0,0,outstanding,UB1 3BT,Southall,London,2026-02-14T08:03:08.935805
101934,The Cardinal Wiseman Catholic School,https://www.wiseman.ealing.sch.uk,info@wiseman.ealing.sch.uk,0,0,0,outstanding,UB6 9AW,Greenford,London,2026-02-14T08:03:14.896539
101939,Brentside High School,http://www.brentsidehigh.ealing.sch.uk/,info@brentsidehigh.ealing.sch.uk,0,0,0,outstanding,W7 1JJ,London,London,2026-02-14T08:03:21.815125
101940,Greenford High School,https://www.greenford.ealing.sch.uk,office@greenford.ealing.sch.uk,0,0,0,outstanding,UB1 2GU,Southall,London,2026-02-14T08:03:27.878550
101941,The Ellen Wilkinson School for Girls,http://www.ellenwilkinson.ealing.sch.uk,office@ellenwilkinson.ealing.sch.uk,0,0,0,outstanding,W3 0HW,London,London,2026-02-14T08:03:34.784662
101965,Belvue School,http://www.belvueschool.com,"admin@belvue.ealing.sch.uk, admin@belvue.ealing.sch.uk, admin@belvue.ealing.sch.uk",0,0,0,,UB5 6AG,Northolt,London,2026-02-14T08:04:14.511455
101966,Castlebar School,https://www.castlebar.ealing.sch.uk,"admin@castlebar.ealing.sch.uk, admin@castlebar.ealing.sch.uk",0,1,0,outstanding,W13 0DH,London,London,2026-02-14T08:04:20.444579
101968,Mandeville School,https://www.mandeville.ealing.sch.uk,,0,0,0,,UB6 0PA,Middlesex,London,2026-02-14T08:04:27.824607
101969,John Chilton School,https://www.john-chilton.ealing.sch.uk,"admin@john-chilton.ealing.sch.uk, admin@john-chilton.ealing.sch.uk",0,0,0,,UB5 5LD,Northolt,London,2026-02-14T08:04:34.317908
101970,Springhallow School,http://www.springhallow.ealing.sch.uk,"post16@springhallow.ealing.sch.uk, admin@springhallow.ealing.sch.uk, admin@springhallow.ealing.sch.uk",0,0,0,,W13 0JG,London,London,2026-02-14T08:04:42.571360
101971,St Ann's School,https://www.stannsschool.co.uk,adminmail@st-anns.ealing.sch.uk,1,0,1,,W7 3JP,London,London,2026-02-14T08:04:50.090692
101972,Orchardside School,https://www.orchardside.school,,0,0,0,,EN1 4RL,Enfield,London,2026-02-14T08:04:57.480943
101981,Capel Manor Primary School,http://www.capelmanor.enfield.sch.uk,,0,1,1,,EN1 4RL,Enfield,London,2026-02-14T08:05:03.186552
101983,Carterhatch Infant School,https://www.carterhatchinfants.com,office@carterhatch-inf.enfield.sch.uk,0,0,0,,EN1 4JY,Enfield,London,2026-02-14T08:05:10.805874
101984,Chase Side Primary School,https://www.chaseside.enfield.sch.uk,,0,0,0,,EN2 6NS,Enfield,London,2026-02-14T08:05:16.631657
101989,Firs Farm Primary School,http://www.firsfarm.enfield.sch.uk,office@firsfarm.enfield.sch.uk,0,0,0,,N13 5QP,London,London,2026-02-14T08:05:23.962818
101992,Garfield Primary School,https://www.garfield.enfield.sch.uk/,office@garfield.enfield.sch.uk,0,0,0,,N11 1BH,London,London,2026-02-14T08:05:30.545310
101993,George Spicer Primary School,https://www.georgespicer.enfield.sch.uk,office@georgespicer.enfield.sch.uk,0,0,0,,EN1 1YF,Enfield,London,2026-02-14T08:05:36.491292
101994,Hadley Wood Primary School,https://www.hadleywood.enfield.sch.uk,office@hadleywood.enfield.sch.uk,0,0,0,,EN4 0HT,Barnet,London,2026-02-14T08:05:43.558452
101996,Hazelwood Junior School,https://www.hazelwoodschools.org.uk/,,0,1,1,,N13 5HE,London,London,2026-02-14T08:05:50.586770
101997,Hazelwood Infant School,https://www.hazelwoodschools.org.uk/,,0,1,1,,N13 5HE,London,London,2026-02-14T08:05:55.890421
101998,Honilands Primary School,http://www.honilands.co.uk,office@honilands.enfield.sch.uk,0,0,0,,EN1 4RE,London,London,2026-02-14T08:06:03.263102
102002,Prince of Wales Primary School,http://www.princeofwales.enfield.sch.uk/,office@princeofwales.enfield.sch.uk,0,0,0,good,EN3 6HG,Enfield,London,2026-02-14T08:06:09.081484
102003,The Raglan Junior School,https://www.raglanschools.org/,office@raglanschools.org,0,0,0,outstanding,EN1 2RG,Enfield,London,2026-02-14T08:06:16.195506
102004,Raglan Infant School,https://www.raglanschools.org,office@raglanschools.org,0,0,0,outstanding,EN1 2NS,Enfield,London,2026-02-14T08:06:22.034765
102005,Suffolks Primary School,https://www.suffolks.enfield.sch.uk,"office@suffolks.enfield.sch.uk, office@suffolks.enfield.sch.uk",1,1,0,,EN1 3PU,Enfield,London,2026-02-14T08:06:27.648582
102006,Tottenhall Infant School,https://www.tottenhall.enfield.sch.uk,office@tottenhall.enfield.sch.uk,0,0,0,,N13 6HX,London,London,2026-02-14T08:06:33.112378
102014,Southbury Primary School,http://www.southbury.enfield.sch.uk/,"office@southbury.enfield.sch.uk, office@southbury.enfield.sch.uk",0,0,0,,EN3 4JG,Enfield,London,2026-02-14T08:06:39.633873
102024,Bush Hill Park Primary School,https://www.bushhillpark.enfield.sch.uk/,"admin@bushhillpark.enfield.sch.uk, admin@bushhillpark.enfield.sch.uk",1,0,1,good,EN1 1DS,Enfield,London,2026-02-14T08:06:46.636502
102025,Eversley Primary School,http://www.eversley.enfield.sch.uk/,,1,1,1,,N21 1PD,London,London,2026-02-14T08:06:53.767364
102026,St Michael at Bowes CofE Junior School,https://www.smab.enfield.sch.uk/,,0,0,0,,N13 6JB,London,London,2026-02-14T08:07:00.297449
102027,St John's CofE Primary School,https://www.stjohnsprimarysch.org.uk/,,0,0,0,,EN2 9BD,Enfield,London,2026-02-14T08:07:07.119336
102028,Forty Hill CofE Primary School,https://www.fortyhill.com/,office@fortyhill.enfield.sch.uk,1,1,1,,EN2 9EY,Enfield,London,2026-02-14T08:07:14.119159
102029,St Andrew's CofE Primary School,http://www.st-andrewsenf.co.uk,"admin@st-andrews-enfield.enfield.sch, safeguarding@st-andrews-enfield.enfield.sch.uk",0,0,0,,EN1 3UL,Enfield,London,2026-02-14T08:07:20.921399
102030,St Andrew's Southgate Primary School (CE),https://www.st-andrews-southgate.enfield.sch.uk,office@st-andrews-southgate.enfield.sch.uk,0,0,0,,N14 6JA,London,London,2026-02-14T08:07:28.116584
102031,Freezywater St George's CofE VA Primary School,https://www.freezywaterstgeorges.org.uk,,0,1,0,good,EN3 6NR,Enfield,London,2026-02-14T08:07:33.584605
102032,St John and St James CofE Primary School,https://www.stjohnandjames.enfield.sch.uk/,"office@stjohnandjames.enfield.sch.uk, office@stjohnandjames.enfield.sch.uk",0,0,0,good,N18 2TL,London,London,2026-02-14T08:07:39.484663
102033,St James CofE Primary School,https://www.stjamesenfield.org.uk/,,0,1,0,,EN3 7HH,Enfield,London,2026-02-14T08:07:45.687960
102034,St Michael's CofE Primary School,http://www.st-michaels.enfield.sch.uk/,office@st-michaels.enfield.sch.uk,1,1,1,,EN2 0NB,Enfield,London,2026-02-14T08:07:51.474845
102035,St Paul's CofE Primary School,https://www.st-pauls.enfield.sch.uk,office@st-pauls.enfield.sch.uk,0,0,0,,N21 2RA,London,London,2026-02-14T08:07:57.931885
102036,St Mary's Catholic Primary School,https://www.stmarysenfield.co.uk,OFFICE@STMARYS.ENFIELD.SCH.UK,0,0,0,good,EN3 7DE,Enfield,London,2026-02-14T08:08:04.845193
102037,St Edmund's Catholic Primary School,https://www.st-edmunds.enfield.sch.uk/,,0,1,0,,N9 7HJ,Edmonton,London,2026-02-14T08:08:11.419142
102038,St George's Catholic Primary School,https://www.st-georges.enfield.sch.uk,office@st-georges.enfield.sch.uk,0,1,0,outstanding,EN2 0QA,Enfield,London,2026-02-14T08:08:16.984756
102039,St Monica's RC Primary School,https://www.st-monicas.enfield.sch.uk/,office@st-monicas.enfield.sch.uk,0,0,0,,N14 7HE,London,London,2026-02-14T08:08:24.709434
102040,Our Lady of Lourdes Catholic Primary School,https://www.ololschool.enfield.sch.uk,,1,1,1,,N11 1RD,London,London,2026-02-14T08:08:32.010211
102041,Latymer All Saints CofE Primary School,http://www.latymerallsaints.enfield.sch.uk/,office@latymerallsaints.enfield.sch.uk,0,0,0,,N9 9RS,London,London,2026-02-14T08:08:38.715415
102045,Winchmore School,http://www.winchmore.enfield.sch.uk/,office@winchmore.enfield.sch.uk,0,0,0,,N21 3HS,London,London,2026-02-14T08:08:44.162449
102048,Enfield County School for Girls,http://www.enfieldcs.enfield.sch.uk/,"ecsgeneral@enfieldcs.enfield.sch.uk, ecsgeneral@enfieldcs.enfield.sch.uk",0,0,1,outstanding,EN2 6QG,Enfield,London,2026-02-14T08:08:51.056160
102049,Chace Community School,http://www.chace.enfield.sch.uk,chace@chace.enfield.sch.uk,0,0,0,good,EN1 3HQ,Enfield,London,2026-02-14T08:08:57.325599
102052,Bishop Stopford's School,https://www.bishopstopfords.enfield.sch.uk,generaloffice@bishopstopfords.enfield.sch.uk,0,1,0,outstanding,EN1 3PU,Enfield,London,2026-02-14T08:09:04.012714
102053,St Anne's Catholic High School for Girls,http://www.st-annes.enfield.sch.uk/,"admin@st-annes.enfield.sch.uk, admin@st-annes.enfield.sch.uk",0,0,0,outstanding,N13 5TY,London,London,2026-02-14T08:09:10.406617
102054,St Matthew's CofE Primary School,https://www.stmatthews-enfield.co.uk/,,0,1,1,good,EN3 4LA,Enfield,London,2026-02-14T08:09:16.767620
102055,The Latymer School,http://www.latymer.co.uk/,office@latymer.co.uk,0,0,0,outstanding,N9 9TN,London,London,2026-02-14T08:09:23.379757
102056,Laurel Park School,http://www.laurelparkschool.co.uk,office@laurelparkschool.co.uk,0,0,0,good,N14 7HY,London,London,2026-02-14T08:09:29.430021
102058,St Ignatius College,http://www.st-ignatius.enfield.sch.uk,,0,0,0,outstanding,EN1 4NP,Enfield,London,2026-02-14T08:09:36.576300
102066,Durants School,https://www.durants.enfield.sch.uk,OFFICE@DURANTS.SCHOOL,1,1,1,,EN3 5BY,Enfield,London,2026-02-14T08:09:42.307576
102067,West Lea School,http://www.westleaschool.co.uk,office@westleaschool.co.uk,0,0,1,,N9 9TU,London,London,2026-02-14T08:09:50.739821
102069,Oaktree School,https://www.oaktree.enfield.sch.uk,,0,0,0,,N14 4HN,London,London,2026-02-14T08:09:56.704710
102070,Waverley School,https://www.waverley-school.com,"info@waverley-school.com, info@waverley-school.com",0,0,0,outstanding,EN3 7DL,Enfield,London,2026-02-14T08:10:04.734187
102071,Pembury House Nursery School,https://www.pemburyhouse.haringey.sch.uk/,,1,1,1,outstanding,N17 9XE,London,London,2026-02-14T08:10:09.857637
102072,Rowland Hill Nursery School,http://www.rowlandhill.haringey.sch.uk/#,"admin@rowlandhill.haringey.sch.uk, admin@woodlandspark-nur.haringey.sch.uk",0,0,0,,N17 7LT,London,London,2026-02-14T08:10:16.111690
102073,Woodlands Park Nursery School and Childrens Centre,https://www.woodlandspark-nur.haringey.sch.uk,"admin@rowlandhill.haringey.sch.uk, admin@woodlandspark-nur.haringey.sch.uk",0,0,0,,N15 3SD,London,London,2026-02-14T08:10:21.875398
102078,Belmont Junior School,https://www.belmontjunior.org,"office@belmontjnr.haringey.sch.uk, office@belmontjnr.haringey.sch.uk",0,0,0,good,N22 6RA,London,London,2026-02-14T08:10:29.801926
102079,Belmont Infant School,https://belmontinfants.org,,0,1,0,good,N22 6RA,London,London,2026-02-14T08:10:38.579085
102080,Bounds Green Junior School,https://www.boundsgreenschool.co.uk,,1,1,0,,N11 2QG,London,London,2026-02-14T08:10:46.034364
102081,Bounds Green Infant School,https://www.boundsgreenschool.co.uk,,1,1,0,,N11 2QG,London,London,2026-02-14T08:10:50.975114
102084,Campsbourne Junior School,https://www.campsbourne.haringey.sch.uk,admin@campsbourne.haringey.sch.uk,1,1,1,good,N8 7AF,London,London,2026-02-14T08:10:59.968267
102085,Campsbourne Infant School,https://www.campsbourne.haringey.sch.uk,admin@campsbourne.haringey.sch.uk,1,1,1,good,N8 7AF,London,London,2026-02-14T08:11:04.779675
102091,Earlsmead Primary School,https://www.earlsmead.haringey.sch.uk,office@earlsmead.co.uk,1,1,1,,N15 4PW,London,London,2026-02-14T08:11:20.430653
102092,Highgate Primary School,https://www.highgateprimaryschool.co.uk/,office@highgate-pri.haringey.sch.uk,0,0,0,outstanding,N6 4ED,London,London,2026-02-14T08:11:25.260766
102094,Lancasterian Primary School,http://www.lancasterianprimary.co.uk/,admin@lancs-pri.haringey.sch.uk,0,0,0,outstanding,N17 8NN,London,London,2026-02-14T08:11:32.289154
102097,Coldfall Primary School,https://www.coldfall.haringey.sch.uk/,office@coldfall.haringey.sch.uk,0,0,1,,N10 1HS,London,London,2026-02-14T08:11:39.425461
102098,Tetherdown Primary School,https://www.tetherdownschool.org,admin@tetherdownschool.org,0,0,0,,N10 3BP,London,London,2026-02-14T08:11:45.702183
102106,Rokesly Junior School,https://www.rokesly-jun.haringey.sch.uk/,admin@rokesly-jun.haringey.sch.uk,0,1,0,outstanding,N8 8NH,London,London,2026-02-14T08:11:52.033788
102107,Rokesly Infant & Nursery School,https://www.rokesly-inf.haringey.sch.uk,admin@rokesly-inf.haringey.sch.uk,1,0,1,,N8 8NH,London,London,2026-02-14T08:11:59.453239
102110,South Harringay Junior School,https://www.southharringayschools.co.uk/,,1,1,0,good,N4 1BA,London,London,2026-02-14T08:12:07.372039
102111,South Harringay Infant School,https://www.southharringayschools.co.uk,,1,1,0,good,N4 1BA,London,London,2026-02-14T08:12:14.900066
102115,West Green Primary School,https://www.westgreen.haringey.sch.uk,admin@westgreen.haringey.sch.uk,1,1,1,good,N15 3RT,London,London,2026-02-14T08:12:21.136149
102121,Coleridge Primary School,https://www.coleridgeprimary.net/,admin@coleridgeprimary.net,1,1,1,outstanding,N8 8DN,London,London,2026-02-14T08:12:34.908735
102124,Welbourne Primary School,https://www.welbourne.haringey.sch.uk/,"admin@welbourne.haringey.sch.uk, admin@welbourne.haringey.sch.uk",0,0,0,,N15 4EA,London,London,2026-02-14T08:12:43.849949
102125,Lea Valley Primary School,https://www.leavalleyprimary.org/,"admin@leavalley.haringey.sch.uk, admin@leavalley.haringey.sch.uk",1,1,0,,N17 0PT,London,London,2026-02-14T08:12:52.751815
102127,Ferry Lane Primary School,https://www.ferrylaneschool.co.uk/,admin@ferrylane.haringey.sch.uk,1,1,1,,N17 9PP,London,London,2026-02-14T08:12:58.651016
102129,Crowland Primary School,https://www.crowland.haringey.sch.uk,"frontdesk@crowland.haringey.sch.uk, frontdesk@crowland.haringey.sch.uk",0,0,0,,N15 6UX,London,London,2026-02-14T08:13:38.669453
102130,Weston Park Primary School,https://www.westonparkprimary.org.uk/,,0,0,0,,N8 9WP,London,London,2026-02-14T08:13:43.874536
102131,The Willow Primary School,https://www.thewillow.haringey.sch.uk/,"admin@thewillow.haringey.sch.uk, childrencentre@thewillow.haringey.sch.uk, admin@thewillow.haringey.sch.uk",0,0,0,,N17 6HW,London,London,2026-02-14T08:13:51.371719
102132,St Aidan's Voluntary Controlled Primary School,http://www.staidansprimaryschool.org.uk/,admin@staidansprimaryschool.org.uk,0,1,1,good,N4 4RR,London,London,2026-02-14T08:13:59.657601
102135,St Michael's CofE Voluntary Aided Primary School,https://www.stmichaelsn6.com,admin@stmichaelsn6.com,0,0,0,outstanding,N6 4BG,London,London,2026-02-14T08:14:04.781953
102136,St James Church of England Primary School,https://www.stjamesprimaryschool.co.uk,"office@stjamesprimaryschool.co.uk, office@stjamesprimaryschool.co.uk",0,0,0,outstanding,N10 3JA,London,London,2026-02-14T08:14:10.651958
