university,email,phone_raw,contact_url,status,lat,lng,display_name
Royal Agricultural University,communications@rau.ac.uk,+44 1249 712716,https://www.rau.ac.uk/about/contact-us,valid,51.7080041,-1.9916068,"Royal Agricultural University, Stroud Road, Cirencester, Chesterton, Cotswold, Gloucestershire, England, GL7 6JS, United Kingdom"
Royal Central School of Speech and Drama,press@cssd.ac.uk,+44 (0)20 7387 7300,https://www.cssd.ac.uk/contact-us,valid,51.5440020,-0.1745083,"Norman Collins, Eton Avenue, Swiss Cottage, Belsize Park, London Borough of Camden, Greater London, England, NW3 3HY, United Kingdom"
Royal College of Art,press@rca.ac.uk,+44 (0)20 7307 5261,https://www.rca.ac.uk/contact-us/,valid,51.4792809,-0.1704551,"Royal College of Art, 20, Howie Street, Battersea, London Borough of Wandsworth, Greater London, England, SW11 4AS, United Kingdom"
Royal College of Music,press@rcm.ac.uk,+44 (0)20 7591 4350,https://www.rcm.ac.uk/about/contactus/,valid,51.4994776,-0.1771007,"Royal College of Music, Prince Consort Road, Knightsbridge, City of Westminster, Greater London, England, SW7 2BP, United Kingdom"
"Royal Holloway, University of London",communications@rhul.ac.uk,+44 (0)1784 443992,https://www.royalholloway.ac.uk/about-us/contact-us/press-office/,valid,,,
Royal Northern College of Music,press@rncm.ac.uk,+44 (0)161 907 5282,https://www.rncm.ac.uk/about/contact/,valid,53.4683198,-2.2372405,"Royal Northern College of Music, 124, Oxford Road, Brunswick, Chorlton-on-Medlock, Manchester, Greater Manchester, England, M13 9RD, United Kingdom"
Royal Veterinary College,press.office@rvc.ac.uk,+44 (0)20 7831 2350,https://www.rvc.ac.uk/about/contact-us,valid,51.5366813,-0.1342081,"Royal Veterinary College, Royal College Street, St Pancras, London Borough of Camden, Greater London, England, NW1 0RY, United Kingdom"
University of Salford,press.office@salford.ac.uk,+44 161 295 4518,https://www.salford.ac.uk/about-us/news/press-office-contact-details,valid,53.4732203,-2.2970993,"University of Salford, Orange, MediaCityUK, Weaste, Eccles, Salford, Greater Manchester, England, M50 2HF, United Kingdom"
University of Sheffield,pressoffice@sheffield.ac.uk,+44 (0)114 222 2000,https://www.sheffield.ac.uk/news/press-office,valid,53.3729622,-1.5059315,"University of Sheffield, Western Bank, Broomfield, Netherthorpe, Sheffield, South Yorkshire, England, S10 2TN, United Kingdom"
Sheffield Hallam University,press@shu.ac.uk,+44 114 225 4444,https://www.shu.ac.uk/about-us/news/press-officeUniversity of South Wales,needs_review,53.3817264,-1.4627951,"Sheffield Hallam University, Pond Street, Castlegate Quarter, City Centre, Sheffield, South Yorkshire, England, S2 9GG, United Kingdom"
University of Southampton,press.office@soton.ac.uk,+44 (0)23 8059 5000,https://www.southampton.ac.uk/news/contact-us.page,valid,50.9617568,-1.4239975,"University of Southampton Science Park, Chilworth, Test Valley, Hampshire, England, United Kingdom"
Southampton Solent University,press.office@solent.ac.uk,+44 23 8201 3000,https://www.solent.ac.uk/about/media-and-press,valid,50.9085254,-1.3996257,"Radio Sonar, East Park Terrace, Kingsland Place, Nichols Town, Southampton, England, SO14 0YN, United Kingdom"
University of St Andrews,press.office@st-andrews.ac.uk,+44 (0)1334 462608,https://www.st-andrews.ac.uk/news/communications/contacts/,valid,56.3398554,-2.8117775,"University of St Andrews, North Street, St Andrews, Fife, Alba / Scotland, KY16 9AJ, United Kingdom"
"St Mary's University, Twickenham",press.office@stmarys.ac.uk,+44 20 8240 4040,https://www.stmarys.ac.uk/about/contact-us.aspx,valid,51.4370679,-0.3360952,"St Mary's University, Waldegrave Road, Strawberry Hill, London Borough of Richmond upon Thames, Greater London, England, TW1 4SU, United Kingdom"
Staffordshire University,media@staffs.ac.uk,+44 1782 294200,https://www.staffs.ac.uk/about/contact-us/media-office,valid,53.0094747,-2.1742692,"Staffordshire University, Leek Road, Shelton, Stoke, Stoke-on-Trent, England, ST4 2DF, United Kingdom"
University of Stirling,media@stir.ac.uk,+44 (0)1786 462562,https://www.stir.ac.uk/about/public-information/media-office/,valid,56.1451154,-3.9173938,"University of Stirling, Kenilworth Road, Inverallan, Causewayhead, Bridge of Allan, Stirling, Alba / Scotland, FK9 4EJ, United Kingdom"
University of Strathclyde,press.office@strath.ac.uk,+44 (0)141 548 4488,https://www.strath.ac.uk/about/communications/pressoffice/,valid,55.8618812,-4.2419566,"University of Strathclyde, High Street, Merchant City, Glasgow, Glasgow City, Alba / Scotland, G1 1PU, United Kingdom"
University of Suffolk,media@uos.ac.uk,+44 (0)1473 338004,https://www.uos.ac.uk/contact-us/communications-and-media,valid,52.0519283,1.1640593,"University of Suffolk, Grimwade Street, Stoke, Ipswich, Suffolk, England, IP4 1LW, United Kingdom"
University of Sunderland,press.office@sunderland.ac.uk,+44 191 515 2910,https://www.sunderland.ac.uk/about/contact-us/press-office/,valid,54.9043869,-1.3917923,"University of Sunderland, City Campus, Saint Michael's Way, Ashbrooke, Sunderland, North East, England, SR1 3PY, United Kingdom"
University of Surrey,media@surrey.ac.uk,+44 (0)1483 683053,https://www.surrey.ac.uk/contact-us/media-office,valid,51.2430782,-0.5900545,"University of Surrey, School Meadow, Worplesdon, Fairlands, Guildford, Surrey, England, GU2 7XH, United Kingdom"
University of Sussex,press@sussex.ac.uk,+44 (0)1273 678451,https://www.sussex.ac.uk/about/contact-us/press-office,valid,50.8674377,-0.0877259,"University of Sussex, Arts Road, Stanmer, Brighton and Hove, England, BN1 9QN, United Kingdom"
Swansea University,press.office@swansea.ac.uk,+44 1792 606120,https://www.swansea.ac.uk/communications/press-office/,valid,51.6080596,-3.9773969,"Swansea University, Mumbles Road, Singleton, Sketty, Swansea, Cymru / Wales, SA2 0AX, United Kingdom"
Teesside University,press.office@tees.ac.uk,+44 1642 342000,https://www.tees.ac.uk/about/contact_us/press_office.cfm,valid,54.5695266,-1.2355444,"Teesside University, Park Road North, Southfield, Linthorpe, Middlesbrough, Tees Valley, England, TS1 3LH, United Kingdom"
University of the West of England,press.office@uwe.ac.uk,+44 117 32 82722,https://www.uwe.ac.uk/about/contact/press-office,valid,51.5007679,-2.5503106,"University of the West of England, Frenchay Campus, Frenchay Campus, Coldharbour Lane, Stoke Park, Stoke Park and Cheswick, Harry Stoke, Bristol, South Gloucestershire, West of England, England, BS16 1QY, United Kingdom"
University of the West of Scotland,press.office@uws.ac.uk,+44 141 848 3340,https://www.uws.ac.uk/contact/press-office/,valid,51.5100436,-0.0047661,"University of The West of Scotland, 2, Clove Crescent, Republic London, Blackwall, London Borough of Tower Hamlets, Greater London, England, E14 2BE, United Kingdom"
University of Wales,communications@wales.ac.uk,+44 29 2047 0000,https://www.wales.ac.uk/en/AboutUs/ContactUs.aspx,valid,52.1131319,-4.0752017,"University of Wales, Trinity Saint David, Bryn Road, Barley Mow, Lampeter, Ceredigion, Cymru / Wales, SA48 7EY, United Kingdom"
University of Wales Trinity Saint David,press@uwtsd.ac.uk,+44 1792 481199,https://www.uwtsd.ac.uk/contact/press-office/,valid,52.1131319,-4.0752017,"University of Wales, Trinity Saint David, New Street, Barley Mow, Lampeter, Ceredigion, Cymru / Wales, SA48 7AL, United Kingdom"
University of Warwick,media@warwick.ac.uk,+44 (0)24 7652 3555,https://warwick.ac.uk/services/communications/press/,valid,52.3813073,-1.5639569,"University of Warwick, Applecross Close, Kirby Corner, Westwood Heath, Coventry, West Midlands, England, CV4 8JW, United Kingdom"
University of Westminster,press.office@westminster.ac.uk,+44 20 3506 5800,https://www.westminster.ac.uk/about-us/our-organisation/marketing-and-communications/press-officeUniversity of Winchester,needs_review,51.5209064,-0.1400730,"University of Westminster, 115, New Cavendish Street, East Marylebone, Mayfair, City of Westminster, Greater London, England, W1W 6YJ, United Kingdom"
University of Wolverhampton,press.office@wlv.ac.uk,+44 1902 322239,https://www.wlv.ac.uk/about-us/media-centre/press-office/,valid,52.5901648,-2.1277808,"University of Wolverhampton, Stafford Street, Springfield, Fallings Park, Wolverhampton, West Midlands, England, WV1 1JP, United Kingdom"
University of Worcester,press.office@worc.ac.uk,+44 1905 542000,https://www.worcester.ac.uk/about/contact-us.aspx,valid,52.1955870,-2.2261464,"University of Worcester, City Campus, Back Lane South, Barbourne, Worcester, Worcestershire, England, WR1 3DE, United Kingdom"
Wrexham Glyndŵr University,press.office@wgu.ac.uk,+44 1978 293000,https://www.wgu.ac.uk/about-us/media-contacts,valid,53.0534759,-3.0047901,"Wrexham University, Mold Road, Plas Coch, Rhosddu, Stansty, Wrexham, Cymru / Wales, LL11 2AW, United Kingdom"
University of York,press@york.ac.uk,+44 (0)1904 322525,https://www.york.ac.uk/about/departments/support-and-administration/communications/press-office/,valid,53.9453903,-1.0314593,"University of York, Common Lane, Botland Farm, Heslington, York, York and North Yorkshire, England, YO10 5DD, United Kingdom"
York St John University,press@yorksj.ac.uk,+44 1904 876543,https://www.yorksj.ac.uk/about-us/press-office/,valid,53.9822440,-1.0763834,"York St John University, Crichton Avenue, Bell Farm, York, York and North Yorkshire, England, YO31 7EX, United Kingdom"
